participant_declaration_id,delivery_partner_id,urn
df681f29-9b80-4838-b7c1-1bd4b94ec2f4,56bf6d6b-a062-4cb7-8fb8-5ad2f6fa610a,143622
0c443f6e-a5f7-401b-9f27-4e94a9a27b59,56bf6d6b-a062-4cb7-8fb8-5ad2f6fa610a,147572
3bda19c0-3692-402e-93ef-1b816c043752,56bf6d6b-a062-4cb7-8fb8-5ad2f6fa610a,147572
92980b38-24cd-4216-b93b-3d34a82381f9,56bf6d6b-a062-4cb7-8fb8-5ad2f6fa610a,147572
d71f2685-7e6a-4a98-8f04-e3f70371a5e1,56bf6d6b-a062-4cb7-8fb8-5ad2f6fa610a,146079
3d406c37-8407-44f4-8d1b-a3243195bee4,594574b9-7d06-4542-8740-bd638cc0bcac,111496
d527b3a9-1a12-483b-88d1-14dc9745b89f,594574b9-7d06-4542-8740-bd638cc0bcac,111294
250828ac-26ed-43cf-8735-4cf654a67fc9,5a884ecc-53c1-4a5e-ba26-91cc5cc381b8,142995
3bb875f2-d853-4892-aa1a-42cb102bacd3,5c0f3efe-0bca-4673-b435-9f2cc0250d26,150811
bdff259c-52ff-4cf4-8ac4-2710671ee646,5c0f3efe-0bca-4673-b435-9f2cc0250d26,151855
350a8988-e306-490f-824b-87ce2351a789,5c0f3efe-0bca-4673-b435-9f2cc0250d26,142067
1c480b95-4e22-4e38-90f7-2ceead657bbd,5c0f3efe-0bca-4673-b435-9f2cc0250d26,123557
eac82b24-79ee-4201-aef2-3feeaf2231a3,5c0f3efe-0bca-4673-b435-9f2cc0250d26,123520
53859c1a-7f72-4e3a-97db-dbdd90db0dbc,5c0f3efe-0bca-4673-b435-9f2cc0250d26,136979
02fdeecf-b9e6-4de8-914c-7fecd0e47557,5c0f3efe-0bca-4673-b435-9f2cc0250d26,136979
86978d0b-5846-4b7f-b425-9d2c2dafcf27,5f76449e-d9ee-44f9-8537-7a88552bff0e,136730
5e719b11-d0dd-480a-a34e-1fcaa6e2d18a,5f76449e-d9ee-44f9-8537-7a88552bff0e,137632
730fe8dd-d312-4066-b1e7-a7d80ead04c4,5f76449e-d9ee-44f9-8537-7a88552bff0e,109562
45d8c5c4-d76e-494a-9570-3c1fa2e26b08,5f76449e-d9ee-44f9-8537-7a88552bff0e,145872
700c536e-5aa4-4727-ab5d-02a576c11fdd,5f76449e-d9ee-44f9-8537-7a88552bff0e,137288
13fa29d2-310e-4ce7-9f18-da4c0c07d76b,5f76449e-d9ee-44f9-8537-7a88552bff0e,109556
6a1ea43b-85ab-463a-a709-f033024eec98,5f76449e-d9ee-44f9-8537-7a88552bff0e,109556
51cc4575-ad50-47e6-9929-eb55fd9a498c,5f76449e-d9ee-44f9-8537-7a88552bff0e,142907
3b2a8db6-d8b1-4c10-b383-a7131bdefff6,5f76449e-d9ee-44f9-8537-7a88552bff0e,117684
f31249fe-baad-4ec0-9fa7-7ac5ce2bb72b,5f76449e-d9ee-44f9-8537-7a88552bff0e,117684
92c9a972-3297-4dc2-9fa0-68da3a224242,5f76449e-d9ee-44f9-8537-7a88552bff0e,109690
f54da37d-011c-4b19-8a4b-b64c0fa49073,5f76449e-d9ee-44f9-8537-7a88552bff0e,109690
f0dbf077-6983-4414-8deb-ca3ba596e3dc,5f76449e-d9ee-44f9-8537-7a88552bff0e,138209
0e9bdb09-d0fe-490a-8153-eca621ec2d29,5f76449e-d9ee-44f9-8537-7a88552bff0e,138209
0ac2d265-5479-4d66-85f0-7c78de8a9a4b,5f76449e-d9ee-44f9-8537-7a88552bff0e,136275
85e7e752-5f84-46e3-aabb-dbd9cc90efc8,5f76449e-d9ee-44f9-8537-7a88552bff0e,117349
9bdff296-598d-4196-bb53-50de022805b6,5f76449e-d9ee-44f9-8537-7a88552bff0e,117349
76ba686a-64b6-45f1-aacc-8f247897b4b7,5f76449e-d9ee-44f9-8537-7a88552bff0e,136560
70e9af11-2b28-480d-91bb-e76bfe2b1167,5f76449e-d9ee-44f9-8537-7a88552bff0e,109546
9fd7fd4b-6b54-4c98-950e-1db862a5d762,5f76449e-d9ee-44f9-8537-7a88552bff0e,117390
2fdd1ea2-d706-421d-b30c-27a1192a0ea9,5f76449e-d9ee-44f9-8537-7a88552bff0e,136560
db492412-53a6-429c-9480-1629e54aed2f,5f76449e-d9ee-44f9-8537-7a88552bff0e,136730
e5d83740-9b26-4817-b2ac-257a9f3c3a26,5f76449e-d9ee-44f9-8537-7a88552bff0e,109546
bb97a50f-7792-4caf-9de0-4a6887b6c071,5f76449e-d9ee-44f9-8537-7a88552bff0e,137522
0648b6f4-4333-4c8d-889f-abb466fc0248,5f76449e-d9ee-44f9-8537-7a88552bff0e,109562
89f3fc46-5066-4221-8231-b117c5edf54e,5f76449e-d9ee-44f9-8537-7a88552bff0e,109562
1c9726f5-1341-4dd7-985c-407c4c80e2b1,5f76449e-d9ee-44f9-8537-7a88552bff0e,138933
5a46f257-5aa4-4150-a20f-fca726ce7c36,5f76449e-d9ee-44f9-8537-7a88552bff0e,109556
affaa75b-a9bc-471f-9be5-4f0641acade0,5f76449e-d9ee-44f9-8537-7a88552bff0e,117394
efa13d9e-24aa-4694-aab8-4f23535c1434,5f76449e-d9ee-44f9-8537-7a88552bff0e,117394
1b628a6a-6cfa-4f20-b7cf-1321d612abe0,5f76449e-d9ee-44f9-8537-7a88552bff0e,117120
a1af7b4b-c254-4f66-9576-2503a97ae5c2,5f76449e-d9ee-44f9-8537-7a88552bff0e,117120
1caa7dbf-c4ac-4688-8eef-a543baf4129e,5f76449e-d9ee-44f9-8537-7a88552bff0e,151161
874e243d-d88b-439e-b13d-57266a32d7e1,6558906f-4c28-4ba8-98a8-ca96d5f5de66,136192
35d49f92-8663-424a-87fc-3566182e65c7,6558906f-4c28-4ba8-98a8-ca96d5f5de66,135563
644749aa-5132-4d72-b0ea-85782a8936be,6558906f-4c28-4ba8-98a8-ca96d5f5de66,135563
ba9008cb-f3c8-40ee-b60c-6e52b200c6d0,6558906f-4c28-4ba8-98a8-ca96d5f5de66,135563
e9d8f71a-820d-470e-bc62-30b6a1b95df1,6558906f-4c28-4ba8-98a8-ca96d5f5de66,149436
2d585f5c-e5e6-44c7-8316-82fb4d01507e,6558906f-4c28-4ba8-98a8-ca96d5f5de66,135565
849c6604-b79f-400f-8ec9-157869d95e1a,6558906f-4c28-4ba8-98a8-ca96d5f5de66,140239
d28ab4f5-cd38-4413-a280-72a931cc4031,6558906f-4c28-4ba8-98a8-ca96d5f5de66,139232
4ecd75fc-bf65-4229-9663-deecb321a003,6558906f-4c28-4ba8-98a8-ca96d5f5de66,138487
6bf072af-c736-4310-ae96-5d74fdfd5e38,6611a56f-aa46-43be-8404-13bc5233ff6a,140267
d3ebb706-64d6-48d5-b32e-a7e0b76e14e2,6611a56f-aa46-43be-8404-13bc5233ff6a,109251
d13380f6-eaf2-4e8f-b480-e14590e97c25,6611a56f-aa46-43be-8404-13bc5233ff6a,147476
a9f85de8-7a15-47ef-8948-db5fb3cb8ccc,6611a56f-aa46-43be-8404-13bc5233ff6a,109409
fea0c354-ba27-4172-9b52-6be812804833,6645848a-eae1-4cc3-8265-8b0af76fb510,139329
